File,LOC,Coverage
hzgraphics\xyzplot\plotmodel\xyzindexcutoff.cs,319,0
hzgraphics\xyzplot\rendering\xyhistogramrendering.cs,325,0
hzgraphics\xyzplot\plotmodel\xyzfchelper.cs,313,21.40575
hzgraphics\xyzplot\schema\xyzschema.cs,128,38.28125
hzgraphics\xyzplot\schema\xyzinternalcopyschema.cs,14,0
hzgraphics\xyzplot\plotmodel\xyzzone.cs,9,0
hzgraphics\xyzplot\dataaccess\xyzdataexception.cs,5,0
hzgraphics\xyzplot\dataaccess\slbdscquery.cs,114,0
hzgraphics\xyzplot\dataaccess\xyzintervalsetdataobject.cs,48,0
hzgraphics\xyzplot\plugin\xyzeventargs.cs,78,0
hzgraphics\xyzplot\plotmodel\xyzcopypasteformatparser.cs,387,0
hzgraphics\xyzplot\plugin\xyzfunction.cs,120,0
hzgraphics\xyzplot\plotmodel\xyzsidehistogram.cs,74,0
hzgraphics\xyzplot\plotmodel\xyzwatermark.cs,66,0
hzgraphics\xyzplot\plotmodel\xyzlabel.cs,103,35.92233
hzgraphics\xyzplot\plotmodel\xyzprintcontext.cs,31,19.35484
hzgraphics\xyzplot\dataaccess\xyzequippropertyserver.cs,24,0
hzgraphics\xyzplot\dataaccess\ixyzstationdataobject.cs,12,0
hzgraphics\xyzplot\plotmodel\xyzcomparer.cs,17,0
hzgraphics\xyzplot\plotmodel\xyzsubtitle.cs,65,35.38462
hzgraphics\xyzplot\plotmodel\define.cs,4,0
hzgraphics\xyzplot\plotmodel\xyzcolorbar.cs,80,38.75
hzgraphics\xyzplot\rendering\xycontourplotrendering.cs,364,0
hzgraphics\xyzplot\plotmodel\xyzlogutil.cs,62,0
hzgraphics\xyzplot\plotmodel\xyzcustomproperty.cs,31,0
hzgraphics\xyzplot\plotmodel\xyzmultipasscurve.cs,41,0
hzgraphics\xyzplot\plotmodel\xyzaxises.cs,48,0
hzgraphics\xyzplot\plotmodel\xyzsquareline.cs,39,0
hzgraphics\xyzplot\plotmodel\xyzabsent.cs,37,13.51351
hzgraphics\xyzplot\dataaccess\xyzintervalsetserver.cs,31,0
hzgraphics\xyzplot\plotmodel\xyzcolorrange.cs,63,0
hzgraphics\xyzplot\dataaccess\xyzintervalsetwrapper.cs,54,0
hzgraphics\xyzplot\dataaccess\xyzstationwrapper.cs,153,0
hzgraphics\xyzplot\plotmodel\xyzradialhelper.cs,40,0
hzproducts\genericcomponents\xyzcomponents\genericxyzcontrol\controls\genericxyzcontrol01.cs,261,30.65134
hzproducts\genericcomponents\xyzcomponents\genericxyzcontrol\controls\xyzcontextmenu.cs,65,0
hzapplications\ultrasonics\common\usit_shareduicomponent\dsclappassparameterreader.cs,79,0
hzapplications\ultrasonics\common\usit_shareduicomponent\dscreadlockfactory.cs,1,0
hzapplications\ultrasonics\common\usit_shareduicomponent\dscrepresentationarrayfloatfactory.cs,32,0
hzapplications\ultrasonics\common\usit_shareduicomponent\usitverticalresolutionreaderfactory.cs,1,0
hzapplications\ultrasonics\common\usit_shareduicomponent\usitverticalresolutionreader.cs,34,0
hzapplications\ultrasonics\common\usit_shareduicomponent\unitconverter.cs,6,0
hzapplications\ultrasonics\common\usit_shareduicomponent\parameterreader.cs,23,0
hzapplications\ultrasonics\common\usit_shareduicomponent\usittoolstringhandlerhelper.cs,17,0
hzapplications\ultrasonics\common\usit_shareduicomponent\usitensemblehelper.cs,5,0
hzapplications\common\xyzplot\transformationmodule\general\tmbase.cs,99,30.30303
hzapplications\common\xyzplot\transformationmodule\general\stackedhistogramtmbase.cs,20,0
hzapplications\common\xyzplot\transformationmodule\general\rtmbase.cs,22,0
hzapplications\common\xyzplot\transformationmodule\general\vectortmbase.cs,110,0
hzapplications\common\xyzplot\transformationmodule\general\2dtmbase.cs,17,47.05882
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\slgcontourplottm.cs,30,16.66667
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\xyztmdataprovideradapter.cs,26,15.38461
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\ibcslgcontourmaptm.cs,28,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcnominalpoints.cs,78,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\aibkvsaifacontourplottmcontrollerfactory.cs,8,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\aibklikevsufalikecontourplottmcontrollerfactory.cs,12,100
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\indexfinder.cs,24,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\fixedscaledensitymatrixbuilder.cs,29,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\contourutility.cs,15,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\slgcontourplottmcontroller.cs,43,23.25581
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcline.cs,37,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcaibk_prevvsufak_prevcontourcurve.cs,2,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcsolidcontourmap.cs,4,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\matrixutility.cs,20,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\xyzplotutility.cs,58,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcgascontourmap.cs,4,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcaibkvsaifacontourcurve.cs,2,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\smartscaledensitymatrixbuilder.cs,45,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcliquidcontourmap.cs,4,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\parameterreaderadapter.cs,8,0
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\usit_xyzplottm_ibcaibkvsufakcontourcurve.cs,2,100
hzapplications\ultrasonics\usit_xyzplottransformationmodule\slgcontourmapxyzplot\aibklikevsufaklikecontourplottm.cs,2,100
externalsource\cudd\cuddzddlin.c,299,0
hzframework\execution\ensemblemanager\passmanagerhelper.cpp,58,0
hzframework\execution\ensemblemanager\passmanager.cpp,1453,6.538197
externalsource\cudd\cuddgroup.c,564,0
hzframework\execution\ensemblemanager\parameternetwork.cpp,1533,47.87997
hzframework\execution\ensemblemanager\taskrunmanagerdef.cpp,1439,41.97359
hzframework\execution\ensemblemanager\ensemblemgr.cpp,3825,49.22876
externalsource\cudd\cuddexact.c,239,0
hzframework\execution\ensemblemanager\taskrunmanagerdef.h,19,68.42105
hzframework\execution\ensemblemanager\taskmgr.cpp,2388,40.28476
hzframework\execution\ensemblemanager\passinfo.cpp,58,0
hzframework\execution\ensemblemanager\acqtask.cpp,534,8.801498
hzframework\execution\ensemblemanager\taskresourcemanager.cpp,925,18.81081
hzframework\execution\ensemblemanager\uiresourcemgr.cpp,1062,35.78154
externalsource\cudd\cuddzddgroup.c,299,0
hzframework\execution\ensemblemanager\uiresourcemgr.h,191,82.72251
hzframework\execution\ensemblemanager\autopassdetector.cpp,494,0.4048583
externalsource\cudd\cuddtable.c,765,16.33987
hzframework\execution\ensemblemanager\exeensemblecollections.cpp,313,63.57827
externalsource\cudd\cuddsymmetry.c,532,0
hzframework\execution\ensemblemanager\dscdocfactory.cpp,109,42.20184
hzframework\execution\ensemblemanager\parametermanager.cpp,1638,45.17704
externalsource\cudd\cuddcache.c,76,30.26316
hzframework\execution\ensemblemanager\exeensemblecollections.h,168,69.64286
externalsource\cudd\cuddzddreord.c,441,0
hzframework\execution\ensemblemanager\satengine.cpp,515,42.71844
externalsource\cudd\cuddreorder.c,590,0
hzframework\execution\ensemblemanager\ensemblemanagerutility.cpp,62,33.87097
hzframework\execution\ensemblemanager\frontendcontainer.cpp,87,17.24138
hzframework\execution\ensemblemanager\taskmgr.h,30,63.33333
hzapi\include\comutilities.h,148,43.91892
externalsource\cudd\cuddref.c,110,15.45455
externalsource\cudd\st.c,100,0
externalsource\cudd\cuddbddite.c,125,0
hzframework\execution\ensemblemanager\taskrunmanagerbase.cpp,881,2.383655
externalsource\cudd\cuddlinear.c,386,0
hzframework\execution\ensemblemanager\timedepthsequence.cpp,29,0
hzapi\include\slbguid.h,23,95.65218
hzframework\execution\ensemblemanager\runningactivitiesvalidationhelper.cpp,626,2.076677
hzframework\execution\ensemblemanager\acqtask.h,2,100
externalsource\cudd\cuddanneal.c,220,0
hzframework\execution\ensemblemanager\exeensemble.h,145,73.79311
externalsource\cudd\cuddgenetic.c,199,0
externalsource\cudd\safe_mem.c,17,29.41176
externalsource\cudd\cuddinteract.c,70,0
hzframework\execution\ensemblemanager\timelapsesearcher.h,3,0
hzframework\execution\ensemblemanager\compositepasshelper.cpp,114,6.140351
externalsource\cudd\cuddsat.c,11,54.54546
externalsource\cudd\cuddzddsymm.c,523,0
hzproducts\include\recomputationimpl.h,107,40.18692
hzframework\execution\ensemblemanager\timelapsestationsearcher.cpp,51,0
externalsource\cudd\mtrgroup.c,8,0
externalsource\cudd\cuddapi.c,59,15.25424
hzframework\execution\ensemblemanager\exeparameternetwork.h,49,83.67347
externalsource\cudd\cuddinit.c,67,53.73134
externalsource\cudd\cuddlcache.c,19,0
hzframework\execution\ensemblemanager\parametermanager.h,6,16.66667
externalsource\cudd\cuddutil.c,28,0
hzframework\execution\ensemblemanager\runningactivitiesvalidationhelper.h,7,100
externalsource\cudd\mtrbasic.c,17,0
hzframework\execution\ensemblemanager\taskresourcemanager.h,10,70
hzapi\include\createinstanceeximpl.h,1,100
externalsource\cudd\datalimit.c,3,100
hzframework\execution\ensemblemanager\timelapsesearcher.cpp,73,0
hzframework\execution\ensemblemanager\parameternetwork.h,22,31.81818
hzframework\execution\ensemblemanager\autopassdetector.h,5,100
externalsource\cudd\cuddwindow.c,325,0
externalsource\cudd\cpu_time.c,3,0
hzframework\execution\ensemblemanager\taskrunmanagerbase.h,1,0
hzframework\execution\ensemblemanager\ensemblemgr.h,22,100
hzautotest\digitaldeliverablestestframework\ddtestutility\datacomparison\collectcompareresult.cs,37,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\dlistestcase.cs,60,73.33334
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\basictestcase.cs,65,13.84615
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\wits\witstestcasebuilder.cs,48,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\las\lassurveytestcasebuilder.cs,31,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\testcasebuilder.cs,240,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\witsml\witsmltestcasebuilder.cs,63,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\witsml\witsmlsurveytestcasebuilder.cs,50,0
hzautotest\digitaldeliverablestestframework\ddtestutility\witsml\witsmlfakedexrigtimehelper.cs,5,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\las\fakedexrigtimehelper.cs,5,0
hzautotest\digitaldeliverablestestframework\ddtestutility\utility\filesystemutility.cs,13,0
hzautotest\digitaldeliverablestestframework\ddtestutility\datacomparison\generatereport.cs,50,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\las\lastestcasehelper.cs,7,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\witsml\witsmltestcasehelper.cs,7,0
hzautotest\digitaldeliverablestestframework\ddtestutility\dliswriter\dliswriterwrapper.cs,32,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testmanager.cs,96,32.29167
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\folderutility.cs,6,100
hzautotest\digitaldeliverablestestframework\ddtestutility\datacomparison\staticdatainfo.cs,16,0
hzautotest\digitaldeliverablestestframework\ddtestutility\datacomparison\framedatainfo.cs,13,0
hzautotest\digitaldeliverablestestframework\ddtestutility\witsml\retrievefilefromtargefolder.cs,12,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\las\lastestcase.cs,28,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\testcaseattribute.cs,7,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\las\lassurveytestcase.cs,14,0
hzautotest\digitaldeliverablestestframework\ddtestutility\restore\jobbackuprestorer.cs,50,58
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\witsmlsurveydirectorymgr.cs,8,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\channel.cs,11,0
hzautotest\digitaldeliverablestestframework\ddtestutility\dliswriter\dexeventargsparser.cs,27,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\testcasereader.cs,61,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\witsml\witsmltestcase.cs,30,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\dlistestcasebuilder.cs,43,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\witsml\witsmlsurveytestcase.cs,14,0
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\witsdirectorymgr.cs,8,0
hzautotest\digitaldeliverablestestframework\ddtestutility\witsml\writsmlwritertestable.cs,7,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\las\lastestcasebuilder.cs,65,0
hzautotest\digitaldeliverablestestframework\ddtestutility\witsml\witsmlwriterwrapper.cs,6,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\dbpenetrator.cs,9,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\wits\witstestcase.cs,14,0
hzautotest\digitaldeliverablestestframework\ddtestutility\restore\restorejob.cs,20,100
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\dlisdirectorymgr.cs,14,21.42857
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\witsml\witsmlwriter2testcase.cs,7,0
hzautotest\digitaldeliverablestestframework\ddtestutility\dliswriter\dliswriterresult.cs,3,0
hzautotest\digitaldeliverablestestframework\ddtestutility\datacomparison\comparedlis.cs,13,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\argumentwrapper.cs,15,0
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\lassurveydirectorymgr.cs,8,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testutility.cs,14,0
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\witsmldirectorymgr.cs,4,0
hzautotest\digitaldeliverablestestframework\ddtestutility\prepareenviroment\lasdirectorymgr.cs,4,0
hzautotest\digitaldeliverablestestframework\ddtestutility\utility\syncprocesshelper.cs,11,0
hzautotest\digitaldeliverablestestframework\ddtestutility\testcase\xmldocumentextension.cs,21,0
hzautotest\digitaldeliverablestestframework\ddtestutility\utility\registerhelper.cs,4,0
hzautotest\digitaldeliverablestestframework\ddtestutility\witsml\writsmlwriter2testable.cs,11,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\directorymgr.cs,138,26.08696
hzautotest\digitaldeliverablestestframework\ddtestcommon\delivermessage\delivermessage2log.cs,34,67.64706
hzautotest\digitaldeliverablestestframework\ddtestcommon\fileutility.cs,146,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\timecounter.cs,5,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\kitmanager.cs,152,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\baselineutility.cs,91,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\processcrashmonitor.cs,61,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\processhangmonitor.cs,137,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\processhelper.cs,38,57.89474
hzautotest\digitaldeliverablestestframework\ddtestcommon\cleardbhelper.cs,1,100
hzautotest\digitaldeliverablestestframework\ddtestcommon\delivermessage\messageformater.cs,4,75
hzautotest\digitaldeliverablestestframework\ddtestcommon\computermgr.cs,2,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\hzstartupmanagerhelper.cs,49,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\delivermessage\delivermessage2consoleandlog.cs,15,66.66666
hzautotest\digitaldeliverablestestframework\ddtestcommon\delivermessage\delivermessage2console.cs,7,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\locker.cs,42,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\registryhandler.cs,51,11.76471
hzautotest\digitaldeliverablestestframework\ddtestcommon\delivermessage\delivermessage2popupbox.cs,4,0
hzautotest\digitaldeliverablestestframework\ddtestcommon\jobnamehelper.cs,6,0
hzframework\utilities\ensembleregistrar\presenter\ensfilesregister.cs,330,7.878788
hzframework\utilities\ensembleregistrar\listitems\erroritemcollection.cs,12,0
hzframework\utilities\ensembleregistrar\treenodes\dllfilenode.cs,75,57.33333
hzframework\utilities\ensembleregistrar\customcolors.cs,12,16.66667
hzframework\utilities\ensembleregistrar\registrar.cs,456,17.76316
hzframework\utilities\ensembleregistrar\fileadapter.cs,7,28.57143
hzframework\utilities\ensembleregistrar\sqlexecuter.cs,59,49.15254
hzframework\utilities\ensembleregistrar\treenodes\ensemblenode.cs,640,0
hzframework\utilities\ensembleregistrar\listitems\erroritemhandler.cs,16,18.75
hzframework\utilities\ensembleregistrar\treenodes\representationnode.cs,42,0
hzframework\utilities\ensembleregistrar\equipments\auxiliaryequipment.cs,68,0
hzframework\utilities\ensembleregistrar\equipments\segmentequipment.cs,98,0
hzframework\utilities\ensembleregistrar\equipments\elementequipment.cs,44,0
hzframework\utilities\ensembleregistrar\dscoperations.cs,6,0
hzframework\utilities\ensembleregistrar\treenodes\channelnode.cs,59,0
hzframework\utilities\ensembleregistrar\comobjectcreator.cs,8,0
hzframework\utilities\ensembleregistrar\treenodes\ensfilenode.cs,24,83.33334
hzframework\utilities\ensembleregistrar\treenodes\snippetnode.cs,266,4.887218
hzframework\utilities\ensembleregistrar\registrarpresenter.cs,58,98.27586
hzframework\utilities\ensembleregistrar\fileloadmodel.cs,82,60.97561
hzframework\utilities\ensembleregistrar\listitems\erroritem.cs,17,0
hzframework\utilities\ensembleregistrar\fileinformation.cs,8,0
hzframework\utilities\ensembleregistrar\aboutform.cs,84,0
hzframework\utilities\ensembleregistrar\treenodes\equippropertynode.cs,14,0
hzframework\utilities\ensembleregistrar\treenodes\tiernode.cs,27,0
hzframework\utilities\ensembleregistrar\treenodes\rmparametercatalognode.cs,15,0
hzframework\utilities\ensembleregistrar\sqlmanager\tables.cs,7,85.71429
hzframework\utilities\ensembleregistrar\treenodes\summaryrecordnode.cs,26,0
hzframework\utilities\ensembleregistrar\treenodes\dataflowmodulenode.cs,39,0
hzframework\utilities\ensembleregistrar\treenodes\dpointcatalognode.cs,15,0
hzframework\utilities\ensembleregistrar\treenodes\acquisitionmodulenode.cs,38,0
hzframework\utilities\ensembleregistrar\equipments\toolequipment.cs,94,0
hzframework\utilities\ensembleregistrar\treenodes\parameternode.cs,40,0
hzframework\utilities\ensembleregistrar\treenodes\rmchannelcatalognode.cs,15,0
hzframework\utilities\ensembleregistrar\treenodes\transformationmodulenode.cs,23,0
hzframework\utilities\ensembleregistrar\ensfileregisterinfo.cs,29,37.93103
hzframework\utilities\ensembleregistrar\registeruiadapter.cs,13,15.38461
